baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AC069368.3	4.00072493603774	-0.114989460843784	0.112654541340966	-1.02072636819629	0.307384098143328	0.475564524631496
AC074212.3	0.38872601090253	0.0928568571655762	0.183918872427933	0.504879439177518	0.613643516106167	0.753350979502443
AC079354.1	69.0542113405536	0.00060445065959803	0.0676477605688352	0.00893526488556807	0.992870784966098	0.99643396751542
AC092835.2	32.8637657010805	-0.300979978108567	0.135459911869369	-2.22191181106642	0.0262892660511713	0.0869170679002004
AC104809.3	0.663494226405595	-0.325283193684101	0.187174522231281	-1.73786041928381	0.0822354114273142	0.193198036525252
AC109829.1	0.654484383718008	-0.183435698768786	0.211360914462872	-0.867878998512794	0.385460577114106	0.556237906907957
ACAA1	1508.42620736813	0.0854370837070399	0.0344711505355993	2.47850977932421	0.0131932494387082	0.0540421191260345
ACAA2	605.591467741593	0.0962147589448134	0.054629242033439	1.76123181218439	0.0781991757545654	0.18593358691211
ACACB	1247.76846536111	0.15805988622848	0.04729314663202	3.34213088966816	0.000831378467589583	0.00863187168960432
ACAD10	412.336371924395	0.0440875155268952	0.0310353473813582	1.42055814568961	0.155445253453913	0.300164326410008
ACAD11	26.7640127194284	-0.0927173417018188	0.0808242673606409	-1.14714732010017	0.251320739539154	0.415416283924948
ACAD8	634.946817038031	-0.00720089075271915	0.0262245480301766	-0.274585885881926	0.783634411111012	0.874230317281297
ACAD9	631.604105190706	-0.0332049127134082	0.0189789196546374	-1.74956811650207	0.0801928653951919	0.189685075769629
ACADL	32.1200607083067	-0.12634897466197	0.0589241085448475	-2.1442662058401	0.0320115629570522	0.0991231727012097
ACADM	873.777003556648	-0.0189666805957163	0.0379258229809864	-0.500099380973882	0.617005102000572	0.755792149989893
ACADS	401.465420774293	0.115849687561378	0.0462209877608516	2.50643037229726	0.0121957074942231	0.051289445906911
ACADSB	608.130621078983	-0.148714458951579	0.0359941535364451	-4.13162817680938	3.60202743088239e-05	0.00120051418085813
ACADVL	5419.87415187373	0.130736065706757	0.047471894420505	2.75396773823054	0.00588775716728341	0.0310364349914314
ACAN	78.7536252009186	0.0317152935646803	0.0552615098116556	0.573912903805444	0.566026740617114	0.715992222584862
ACAP1	42.1389359220419	0.234627139448006	0.0604609796092585	3.88063741216785	0.000104183062588753	0.00238520034045665
ACAP2	690.350355662711	-0.093955060719782	0.0430827834035948	-2.18080294022838	0.029197995015718	0.0930032074283053
ACAP3	5871.83336712516	0.0905996972214112	0.0591901308005049	1.53065546563446	0.125854565756127	0.259202077138376
ACAT1	968.921201850166	-0.0118213587059865	0.0312569871253049	-0.378198917848234	0.70528282930249	0.821438871123016
ACAT2	595.086965135967	0.00768294722389034	0.0435066223558502	0.176592592296635	0.85982841312847	0.920994204445582
ACBD3	567.134393957489	-0.0549635407653521	0.0217394042513042	-2.52829102996484	0.011461929654779	0.0491821497516651
ACBD4	532.041618349895	0.0725690800144043	0.0423238029506192	1.71461624323016	0.0864156086898869	0.199908984289793
ACBD5	1196.54318681823	0.0304922160032987	0.0383100863884514	0.79593179963412	0.426071676950671	0.592636294801933
ACBD7	662.579797189315	-0.0172542880279212	0.0617084919340049	-0.27960962076944	0.779777025108544	0.871891330461688
ACCS	139.43801413029	0.059379500209115	0.0614965209754457	0.965574950700447	0.334256914721505	0.504222002701576
ACCSL	0.545417678071896	-0.659392751809447	0.191115912690401	-3.45022422532462	0.000560121115764433	0.00671028381868254
ACD	553.079150862833	0.0495631998286507	0.0414532964858983	1.19563952761902	0.231837259291781	0.394174210550085
ACE	89.2307539169288	-0.00893286647388767	0.0543353666826224	-0.164402432877012	0.869414348474613	0.925871884628065
ACE2	3.65890671687568	-0.0143612772723171	0.107334991200289	-0.133798653279047	0.893561792148559	0.940617068739473
ACER1	1.84723543209177	-0.0860145568286121	0.0981938962763388	-0.875966430607343	0.381048283503659	0.55193880496464
ACER2	85.1432648257071	-0.021127371404728	0.0669587577512269	-0.315528126779516	0.752360698829772	0.853747357071221
ACER3	838.731801669715	0.0369056482763149	0.0285072992276472	1.29460346213796	0.195457057449019	0.350412163558865
ACHE	648.251341637992	-0.0533251212417641	0.0493491639429408	-1.08056787554538	0.279889378767243	0.446663243408388
ACIN1	2590.44513541775	0.0740182766871112	0.0227805273163375	3.24919066443328	0.00115733876922543	0.0107953919318869
ACKR2	26.0467362566397	-0.0173147524834307	0.0404214759392582	-0.428355276028262	0.668392480777503	0.794384952950351
ACKR3	220.338333915679	0.0684532459871914	0.0522625350992756	1.3097957429191	0.190264943682695	0.343845853906652
ACKR4	1.55552339260278	0.234248245757844	0.132886981272723	1.76276293971264	0.0779404803912388	0.185496630824026
ACLY	1344.85859848913	-0.127295067248843	0.0380250606347231	-3.34766243955971	0.000814962112276131	0.00851362770817217
ACN9	110.686072917596	-0.0217199094755522	0.0391213351017643	-0.555193462059855	0.578762340359476	0.726478593019323
ACO1	700.16321066558	0.0226560364049643	0.0216587584733356	1.0460450183632	0.29554024809665	0.462442040426421
ACO2	6009.97842462862	-0.0238225464547156	0.020015585683514	-1.19019981885103	0.233967864382865	0.396411873850762
ACOT1	112.600972516491	-0.08775997856838	0.071148915668933	-1.23346895371872	0.217400852852734	0.377810669111426
ACOT11	468.959363704597	0.0181326789160126	0.0627454302512214	0.288988040139539	0.772590529862788	0.867269024745902
ACOT12	1.8865678705584	-0.295659522192884	0.103128573664792	-2.86690207850534	0.0041451124453774	0.024566175832755
ACOT13	569.282459257393	0.03374371788874	0.028457170689814	1.18577205923069	0.235712328504296	0.398354984427885
ACOT2	251.301733355859	0.00461258903619736	0.0373460100337658	0.123509553819189	0.901703609362838	0.945204450072869
ACOT4	66.5230896796348	-0.0555227082877106	0.0466105433171568	-1.19120491494621	0.233573150547589	0.395975376322044
ACOT6	6.46005315860537	-0.0435001650996258	0.0983953039512407	-0.442095947192582	0.658419777013384	0.786382856353523
ACOT7	2317.72487926828	-0.125350576104955	0.0520098154686933	-2.41013306767851	0.0159467031055548	0.0615254478010619
ACOT8	665.628358019782	0.0415122243568445	0.032639950068229	1.27182254476705	0.203436176823921	0.360064581345524
ACOT9	400.636309744367	0.0566701098777245	0.0236333024253893	2.3978921294065	0.0164897205296666	0.0629340115612536
ACOX1	1407.60532227158	-0.0787128210973985	0.0279841308660392	-2.8127663308251	0.00491173295170718	0.0277190634275601
ACOX2	99.7987524861888	0.115526262440305	0.0480432081375396	2.40463255720919	0.0161887338761925	0.0621135591782803
ACOX3	275.1313438373	-0.0658311670488624	0.0421367623162269	-1.56232143691569	0.118212284411995	0.247917932249097
ACOXL	0.462269548773227	-0.233206615297784	0.182678305487059	-1.27659721101532	0.201744487027208	0.358094398265929
ACP1	865.722769772284	-0.0881431840214603	0.0312014293449056	-2.82497263337238	0.00472846544163837	0.0270013293472931
ACP2	599.542618578091	-0.0589576311265399	0.0297754412846923	-1.98007581358165	0.0476950104319499	0.13093651604564
ACP5	12.2078521939898	0.206086566987895	0.0707055699920939	2.91471473903596	0.00356013790137234	0.0221149641464817
ACP6	253.498927167998	0.0535185497882609	0.0392635619227646	1.36305895765487	0.17286393028288	0.322834566350496
ACPL2	382.947837151082	-0.052384997971846	0.0314368877447757	-1.66635445585899	0.0956428363841061	0.214296832239553
ACPP	5.7156632833948	-0.0962766110189153	0.119093212555677	-0.808413921774973	0.418852340275104	0.586507270692336
ACPT	0.365256047942581	-0.0536272355310536	0.194958457940119	-0.275070064144255	0.783262410097076	0.874110403438747
ACR	8.40420529405498	-0.0679594113572448	0.0595203139736646	-1.14178516241218	0.253543331306344	0.417854647667388
ACRBP	16.509205231571	0.0669085102052516	0.0542450743008858	1.2334485862094	0.217408447466866	0.377810669111426
ACRC	155.384635036829	0.0774941007161133	0.0593280688981247	1.30619624328549	0.191485830039909	0.345439879298602
ACRV1	25.710662052582	0.0845494225274365	0.04871379651198	1.73563607399484	0.0826282032373593	0.193805574544143
ACSBG1	1914.49904331261	0.07862905712884	0.046335965156168	1.69693362086736	0.089709210814814	0.204530803117069
ACSBG2	4.21526833714807	0.136637594081291	0.114391076821251	1.19447773268891	0.232291145964994	0.394573934207519
ACSF2	284.401087020481	0.130735213055715	0.048891307052583	2.67399709553906	0.00749531006570327	0.0367367700081175
ACSF3	474.415340207358	0.0215011374523596	0.031536813051801	0.681779018604154	0.495378693231873	0.656778467900978
ACSL1	723.495853482481	0.0454616749185719	0.0373184901099887	1.21820777809024	0.223145024639692	0.384770313603672
ACSL3	2552.49082649902	-0.131119392075331	0.0329859538674017	-3.97500683480034	7.03772349850854e-05	0.00183414715718273
ACSL4	898.126252822709	-0.145710910374435	0.0385072883784129	-3.78398263057443	0.000154338599282546	0.00299199358407809
ACSL5	398.345994069368	-0.0335271952986872	0.0686784627871132	-0.488176262806195	0.625424996475312	0.761343022681298
ACSL6	2365.69952110434	-0.113329084165951	0.0388434587791701	-2.91758478075397	0.00352753737755442	0.0219912770828762
ACSM1	7.01998559308621	0.261038562811575	0.0787419537940124	3.31511411939876	0.000916057189537584	0.00918760830548373
ACSM2A	0.212738157829105	0.170123656154681	0.364891561503381	0.466230721954101	0.641050361114633	0.774434951099798
ACSM2B	0.163485300149061	0.0706171006128042	0.40415384131316	0.174728267788716	0.861293154966263	0.921882024538629
ACSM3	2.10505744115195	-0.0283080505168245	0.0994857157878177	-0.284543869365122	0.775993619836883	0.869118872004202
ACSM5	92.0217463993627	0.0566555599476447	0.0670908096962218	0.844460816677777	0.398411950215969	0.567882022303887
ACSS1	2315.81169932099	0.100272043468936	0.0503321236549989	1.99220768343195	0.046348275565356	0.128275625011687
ACSS2	737.316900198223	0.0834218226774306	0.0266931807162578	3.12521102539952	0.00177677547229758	0.0143025061358056
ACSS3	516.021423402596	0.0547021076775011	0.0590436446134733	0.926469021951576	0.354202288761317	0.524347822423871
ACTA1	25.8351334516227	-0.0897065750303091	0.0591392152221339	-1.51687124513507	0.129299194825144	0.26422892990113
ACTA2	222.438247083639	-0.0590255318548592	0.0679478210607793	-0.868689104865642	0.385017202260782	0.555931602115018
ACTB	31467.0438025319	-0.0340792734212279	0.0301737679894078	-1.12943379935814	0.258714881395542	0.423398263405679
ACTC1	39.17324764392	-0.0736384145970463	0.0504365668110536	-1.46002036325969	0.144284477517629	0.284997295108455
ACTG1	15274.2693608435	-0.0869542820195107	0.0319448146700751	-2.72201554203934	0.00648850908248739	0.0332699263043163
ACTG2	7.40486736796888	-0.0293277522289305	0.120929445681925	-0.242519529164716	0.808377626362099	0.88867698334802
ACTL10	5.61761589736389	0.31123829915445	0.0837810846763363	3.71489937563864	0.000203284571708542	0.00356952878650531
ACTL6A	145.084573348984	0.099743045018519	0.0563555562087786	1.76988839661176	0.0767457341656612	0.18334179681482
ACTL6B	1015.80869282406	-0.0109161659712706	0.0520315308669112	-0.209799054330969	0.833824511173555	0.904601727896644
ACTL7B	0.633959117035998	-0.385779366832809	0.173228533999195	-2.22699666115401	0.025947496937349	0.0860738674075562
ACTL8	3.00135840502414	0.01877637219085	0.0903882511898273	0.207730229799635	0.835439612548599	0.905673605121647
ACTN1	2471.13910100253	-0.0431081501856751	0.0319891666093459	-1.34758590969609	0.177791604991174	0.328707734809264
ACTN2	1059.14376409543	-0.0758442046595081	0.0412405799437188	-1.83906736430509	0.0659052784768846	0.164630207737516
ACTN3	3.13661438126021	0.191566497434825	0.0884691724348976	2.16534745564387	0.0303610867129869	0.0956705443314137
ACTN4	4961.64917618002	0.0525339973344305	0.0268168235818129	1.95899403127144	0.0501134857934347	0.135409545102279
ACTR10	872.537645697263	-0.108847759218633	0.0377765444314925	-2.8813582834721	0.00395965253715647	0.0237620284354082
ACTR1A	3786.98226784604	0.0113180696914722	0.0227024521446726	0.498539524248181	0.618103818399004	0.756308760002339
ACTR1B	2479.95820700727	0.0099802354746777	0.0278958250323416	0.357768069706018	0.720516887722372	0.833040572456066
ACTR2	3195.80229316934	-0.17444816802857	0.043319236243592	-4.02703701994228	5.64841420719684e-05	0.00162073951365776
ACTR3	1527.13746768638	-0.0517054606849153	0.0278591575437622	-1.85595923364497	0.063459368957126	0.160137665545607
ACTR3B	595.915354731597	-0.14208350500925	0.0362168295382842	-3.92313481938157	8.74042076049307e-05	0.00211860464615532
ACTR3C	40.9926728277166	-0.0975016262357414	0.0490301957799023	-1.98860364893154	0.0467449683281288	0.129023259451314
ACTR5	182.065417096328	0.000467680876102038	0.0229128134939131	0.0204113247038073	0.983715249925818	0.991291931497583
ACTR6	514.033696655814	-0.106595394131379	0.04380658278388	-2.43331908944526	0.0149611097247665	0.0588896190415462
ACTR8	306.886841217628	-0.0794766119287991	0.0335652658678299	-2.36782310146908	0.0178930889032664	0.0665033505859985
ACTRT1	1.07812873819266	0.508063223908143	0.135594868994621	3.74692071813055	0.000179018635711693	0.00330412350960527
ACTRT3	19.8537746474166	0.00914289275449516	0.0624365331867537	0.146434984260703	0.88357801151604	0.93442094932783
ACVR1	287.091269444277	-0.0237752007297175	0.0405943314953754	-0.585677848455911	0.558092022754106	0.708800589649085
ACVR1B	1429.53803068509	-0.0552686189277716	0.0248662659960627	-2.22263442917094	0.0262404606641797	0.0868053872439203
ACVR1C	247.306627922312	-0.146710471641813	0.0582506832737097	-2.51860516300635	0.0117820693888498	0.0501569427695001
ACVR2A	322.42338631177	-0.0889361820413867	0.0376539506389765	-2.361934950574	0.0181798318520671	0.0672374446923121
ACVR2B	393.938343418935	-0.0891721983292933	0.0444794242760952	-2.00479659484301	0.0449847967348828	0.125594981610588
ACVRL1	412.180367747953	0.0927118286206485	0.0545968383171419	1.69811717085346	0.0894856493947866	0.204331461088412
ACY1	28.5883924685218	0.0704804791677077	0.0668514901908286	1.05428433930972	0.2917527565344	0.458767878896389
ACY3	30.1892348747727	0.193653221513491	0.0956072750858128	2.02550717337856	0.0428153126274829	0.121511828145215
ACYP1	339.768267360879	0.0271362282612538	0.0376126176869617	0.721466091169202	0.470622796111149	0.634835280152734
ACYP2	813.26586272404	0.0277496611036112	0.0294129466663351	0.943450563400109	0.34545049058449	0.515765200923483
